T,rule,lam,bits,rounding,scale,seed,recalled,age50,fidelity,write_lsb,saturated_frac,unchanged_frac
4096,hebbian,0.999,4,nearest,static,2,26.28,0,0.0087,0.0360,0.0000,1.0000
4096,hebbian,0.999,4,nearest,dynamic,2,77.62,0,0.0115,0.0128,0.0002,0.9986
4096,hebbian,0.999,4,stochastic,static,2,72.12,0,0.0299,0.0360,0.0466,0.9645
4096,hebbian,0.999,4,stochastic,dynamic,2,26.62,0,0.0133,0.0107,0.0002,0.9885
4096,hebbian,1.0,32,,,2,540.00,0,0.1739,nan,0.0000,0.0000
4096,hebbian,1.0,8,nearest,static,2,397.72,0,0.1485,0.2508,0.0000,0.8508
4096,hebbian,1.0,8,nearest,dynamic,2,476.59,0,0.1617,0.5698,0.0001,0.6556
4096,hebbian,1.0,8,stochastic,static,2,319.69,0,0.1309,0.2508,0.0000,0.7605
4096,hebbian,1.0,8,stochastic,dynamic,2,405.72,0,0.1484,0.5559,0.0001,0.5971
4096,hebbian,1.0,4,nearest,static,2,15.81,0,0.0000,0.0138,0.0000,1.0000
4096,hebbian,1.0,4,nearest,dynamic,2,72.12,0,0.0106,0.0088,0.0002,0.9986
4096,hebbian,1.0,4,stochastic,static,2,37.66,0,0.0292,0.0138,0.0897,0.9868
4096,hebbian,1.0,4,stochastic,dynamic,2,24.03,0,0.0132,0.0074,0.0002,0.9920
4096,delta,0.999,32,,,2,166.12,138,0.0297,nan,0.0000,0.0000
4096,delta,0.999,8,nearest,static,2,166.81,139,0.0296,1.6659,0.0000,0.3376
4096,delta,0.999,8,nearest,dynamic,2,166.19,136,0.0296,2.6039,0.0001,0.2121
4096,delta,0.999,8,stochastic,static,2,165.12,136,0.0292,1.6677,0.0000,0.3146
4096,delta,0.999,8,stochastic,dynamic,2,165.66,138,0.0294,2.5989,0.0001,0.2022
4096,delta,0.999,4,nearest,static,2,134.81,94,0.0212,0.1201,0.0004,0.9701
4096,delta,0.999,4,nearest,dynamic,2,42.16,0,0.0141,0.0869,0.0001,0.9887
4096,delta,0.999,4,stochastic,static,2,82.72,53,0.0118,0.1839,0.0259,0.8207
4096,delta,0.999,4,stochastic,dynamic,2,15.09,0,-0.0002,0.0968,0.0002,0.8977
4096,delta,1.0,32,,,2,174.41,143,0.0311,nan,0.0000,0.0000
4096,delta,1.0,8,nearest,static,2,174.12,141,0.0308,1.5794,0.0000,0.3497
4096,delta,1.0,8,nearest,dynamic,2,174.28,144,0.0309,2.4622,0.0001,0.2224
4096,delta,1.0,8,stochastic,static,2,172.97,145,0.0306,1.5898,0.0000,0.3246
4096,delta,1.0,8,stochastic,dynamic,2,173.31,145,0.0308,2.4571,0.0001,0.2116
4096,delta,1.0,4,nearest,static,2,125.69,83,0.0204,0.1127,0.0003,0.9749
4096,delta,1.0,4,nearest,dynamic,2,30.66,0,0.0112,0.0793,0.0001,0.9915
4096,delta,1.0,4,stochastic,static,2,76.09,49,0.0108,0.1892,0.0333,0.8167
4096,delta,1.0,4,stochastic,dynamic,2,18.31,0,-0.0002,0.0966,0.0002,0.8979
