rule,lam,bits,rounding,scale,seed,recalled,age50,saturated_frac,unchanged_frac
hebbian,0.999,8,stochastic,static,8,452.84,512,0.0000,0.4484
hebbian,0.999,8,stochastic,dynamic,8,456.72,512,0.0001,0.3003
hebbian,0.999,4,nearest,static,8,25.31,0,0.0000,0.9996
hebbian,0.999,4,nearest,dynamic,8,64.50,0,0.0002,0.9885
hebbian,0.999,4,stochastic,static,8,96.50,0,0.0277,0.9506
hebbian,0.999,4,stochastic,dynamic,8,29.88,0,0.0002,0.9552
hebbian,1.0,32,,,8,477.75,512,0.0000,0.0000
hebbian,1.0,8,nearest,static,8,472.94,512,0.0000,0.5550
hebbian,1.0,8,nearest,dynamic,8,475.91,512,0.0001,0.3538
hebbian,1.0,8,stochastic,static,8,467.50,512,0.0000,0.5072
hebbian,1.0,8,stochastic,dynamic,8,474.47,512,0.0001,0.3282
hebbian,1.0,4,nearest,static,8,14.25,0,0.0000,0.9999
hebbian,1.0,4,nearest,dynamic,8,61.31,0,0.0002,0.9888
hebbian,1.0,4,stochastic,static,8,67.66,0,0.0360,0.9613
hebbian,1.0,4,stochastic,dynamic,8,29.38,0,0.0002,0.9580
delta,0.9,32,,,8,23.66,18,0.0000,0.0000
delta,0.9,8,nearest,static,8,23.69,18,0.0000,0.1105
delta,0.9,8,nearest,dynamic,8,23.62,18,0.0001,0.0736
delta,0.9,8,stochastic,static,8,23.78,18,0.0000,0.1094
delta,0.9,8,stochastic,dynamic,8,23.75,18,0.0001,0.0723
delta,0.9,4,nearest,static,8,37.00,31,0.0000,0.8490
delta,0.9,4,nearest,dynamic,8,26.53,21,0.0002,0.7050
delta,0.9,4,stochastic,static,8,22.62,17,0.0000,0.7439
delta,0.9,4,stochastic,dynamic,8,23.25,18,0.0002,0.6336
delta,0.97,32,,,8,54.03,48,0.0000,0.0000
delta,0.97,8,nearest,static,8,53.75,48,0.0000,0.1840
delta,0.97,8,nearest,dynamic,8,54.09,48,0.0001,0.1158
delta,0.97,8,stochastic,static,8,54.09,48,0.0000,0.1772
delta,0.97,8,stochastic,dynamic,8,54.00,48,0.0001,0.1125
delta,0.97,4,nearest,static,8,91.81,81,0.0001,0.9101
delta,0.97,4,nearest,dynamic,8,75.91,69,0.0002,0.8616
delta,0.97,4,stochastic,static,8,51.09,44,0.0001,0.8079
delta,0.97,4,stochastic,dynamic,8,50.84,45,0.0002,0.7847
delta,0.99,32,,,8,98.25,91,0.0000,0.0000
delta,0.99,8,nearest,static,8,99.19,92,0.0000,0.2448
delta,0.99,8,nearest,dynamic,8,97.97,91,0.0001,0.1554
delta,0.99,8,stochastic,static,8,98.16,91,0.0000,0.2289
delta,0.99,8,stochastic,dynamic,8,98.19,92,0.0001,0.1495
delta,0.99,4,nearest,static,8,129.84,117,0.0006,0.9358
delta,0.99,4,nearest,dynamic,8,131.81,113,0.0002,0.9444
delta,0.99,4,stochastic,static,8,78.44,69,0.0030,0.8246
delta,0.99,4,stochastic,dynamic,8,40.59,29,0.0002,0.8707
delta,0.999,32,,,8,154.34,140,0.0000,0.0000
delta,0.999,8,nearest,static,8,155.09,139,0.0000,0.3062
delta,0.999,8,nearest,dynamic,8,153.94,138,0.0001,0.1994
delta,0.999,8,stochastic,static,8,153.62,138,0.0000,0.2862
delta,0.999,8,stochastic,dynamic,8,153.91,141,0.0001,0.1899
delta,0.999,4,nearest,static,8,134.22,118,0.0002,0.9734
delta,0.999,4,nearest,dynamic,8,55.94,0,0.0002,0.9712
delta,0.999,4,stochastic,static,8,79.88,64,0.0218,0.8244
delta,0.999,4,stochastic,dynamic,8,2.28,0,0.0002,0.8843
delta,1.0,32,,,8,163.09,144,0.0000,0.0000
delta,1.0,8,nearest,static,8,163.00,144,0.0000,0.3219
delta,1.0,8,nearest,dynamic,8,162.25,143,0.0001,0.2066
delta,1.0,8,stochastic,static,8,162.16,143,0.0000,0.3000
delta,1.0,8,stochastic,dynamic,8,162.81,144,0.0001,0.1970
delta,1.0,4,nearest,static,8,127.91,107,0.0000,0.9824
delta,1.0,4,nearest,dynamic,8,54.19,0,0.0001,0.9730
delta,1.0,4,stochastic,static,8,73.78,56,0.0268,0.8245
delta,1.0,4,stochastic,dynamic,8,2.19,0,0.0002,0.8849
hebbian,0.9,32,,,9,24.78,19,0.0000,0.0000
hebbian,0.9,8,nearest,static,9,24.88,19,0.0000,0.1166
hebbian,0.9,8,nearest,dynamic,9,24.78,19,0.0001,0.0750
hebbian,0.9,8,stochastic,static,9,24.78,19,0.0000,0.1154
hebbian,0.9,8,stochastic,dynamic,9,24.66,19,0.0001,0.0736
hebbian,0.9,4,nearest,static,9,44.16,39,0.0000,0.8694
hebbian,0.9,4,nearest,dynamic,9,28.53,23,0.0002,0.7160
hebbian,0.9,4,stochastic,static,9,24.09,18,0.0000,0.7606
hebbian,0.9,4,stochastic,dynamic,9,24.81,19,0.0002,0.6440
hebbian,0.97,32,,,9,66.34,59,0.0000,0.0000
hebbian,0.97,8,nearest,static,9,66.25,59,0.0000,0.1910
hebbian,0.97,8,nearest,dynamic,9,66.41,59,0.0001,0.1268
hebbian,0.97,8,stochastic,static,9,66.16,59,0.0000,0.1840
hebbian,0.97,8,stochastic,dynamic,9,66.16,59,0.0001,0.1228
hebbian,0.97,4,nearest,static,9,147.16,140,0.0004,0.9353
hebbian,0.97,4,nearest,dynamic,9,112.97,100,0.0002,0.9039
hebbian,0.97,4,stochastic,static,9,60.50,52,0.0002,0.8320
hebbian,0.97,4,stochastic,dynamic,9,59.84,52,0.0002,0.8226
hebbian,0.99,32,,,9,160.84,153,0.0000,0.0000
hebbian,0.99,8,nearest,static,9,165.31,157,0.0000,0.2951
hebbian,0.99,8,nearest,dynamic,9,161.09,156,0.0001,0.1924
hebbian,0.99,8,stochastic,static,9,160.81,153,0.0000,0.2742
hebbian,0.99,8,stochastic,dynamic,9,160.41,153,0.0001,0.1841
hebbian,0.99,4,nearest,static,9,223.78,189,0.0014,0.9807
hebbian,0.99,4,nearest,dynamic,9,113.75,0,0.0002,0.9831
hebbian,0.99,4,stochastic,static,9,115.69,106,0.0034,0.8909
hebbian,0.99,4,stochastic,dynamic,9,83.22,73,0.0002,0.9211
hebbian,0.999,32,,,9,462.19,512,0.0000,0.0000
hebbian,0.999,8,nearest,static,9,464.22,512,0.0000,0.5109
hebbian,0.999,8,nearest,dynamic,9,461.81,512,0.0001,0.3205
hebbian,0.999,8,stochastic,static,9,454.12,512,0.0000,0.4686
hebbian,0.999,8,stochastic,dynamic,9,458.66,512,0.0001,0.2996
hebbian,0.999,4,nearest,static,9,19.41,0,0.0000,0.9998
hebbian,0.999,4,nearest,dynamic,9,60.06,0,0.0002,0.9891
hebbian,0.999,4,stochastic,static,9,88.59,0,0.0240,0.9546
hebbian,0.999,4,stochastic,dynamic,9,31.31,0,0.0002,0.9555
hebbian,1.0,32,,,9,481.03,512,0.0000,0.0000
hebbian,1.0,8,nearest,static,9,476.25,512,0.0000,0.5685
hebbian,1.0,8,nearest,dynamic,9,479.12,512,0.0001,0.3540
hebbian,1.0,8,stochastic,static,9,469.31,512,0.0000,0.5188
hebbian,1.0,8,stochastic,dynamic,9,477.28,512,0.0001,0.3276
hebbian,1.0,4,nearest,static,9,11.94,0,0.0000,1.0000
hebbian,1.0,4,nearest,dynamic,9,57.69,0,0.0002,0.9894
hebbian,1.0,4,stochastic,static,9,67.69,0,0.0335,0.9631
hebbian,1.0,4,stochastic,dynamic,9,29.94,0,0.0002,0.9583
delta,0.9,32,,,9,23.50,18,0.0000,0.0000
delta,0.9,8,nearest,static,9,23.50,18,0.0000,0.1173
delta,0.9,8,nearest,dynamic,9,23.47,18,0.0001,0.0728
delta,0.9,8,stochastic,static,9,23.38,18,0.0000,0.1160
delta,0.9,8,stochastic,dynamic,9,23.44,18,0.0001,0.0715
delta,0.9,4,nearest,static,9,39.00,33,0.0000,0.8635
delta,0.9,4,nearest,dynamic,9,26.50,21,0.0002,0.7026
delta,0.9,4,stochastic,static,9,22.94,17,0.0000,0.7564
delta,0.9,4,stochastic,dynamic,9,23.19,18,0.0002,0.6321
delta,0.97,32,,,9,54.84,49,0.0000,0.0000
delta,0.97,8,nearest,static,9,54.69,49,0.0000,0.1775
delta,0.97,8,nearest,dynamic,9,55.00,49,0.0001,0.1157
delta,0.97,8,stochastic,static,9,55.00,49,0.0000,0.1713
delta,0.97,8,stochastic,dynamic,9,55.00,49,0.0001,0.1122
delta,0.97,4,nearest,static,9,89.19,78,0.0001,0.9039
delta,0.97,4,nearest,dynamic,9,75.66,69,0.0002,0.8604
delta,0.97,4,stochastic,static,9,50.50,44,0.0001,0.8023
delta,0.97,4,stochastic,dynamic,9,50.25,43,0.0002,0.7848
delta,0.99,32,,,9,98.56,91,0.0000,0.0000
delta,0.99,8,nearest,static,9,100.50,92,0.0000,0.2612
delta,0.99,8,nearest,dynamic,9,98.91,91,0.0001,0.1559
delta,0.99,8,stochastic,static,9,98.19,91,0.0000,0.2438
delta,0.99,8,stochastic,dynamic,9,98.44,91,0.0001,0.1499
delta,0.99,4,nearest,static,9,132.88,116,0.0003,0.9476
delta,0.99,4,nearest,dynamic,9,128.44,109,0.0002,0.9448
delta,0.99,4,stochastic,static,9,76.88,67,0.0022,0.8343
delta,0.99,4,stochastic,dynamic,9,40.00,31,0.0002,0.8704
delta,0.999,32,,,9,152.88,139,0.0000,0.0000
delta,0.999,8,nearest,static,9,153.06,139,0.0000,0.3236
delta,0.999,8,nearest,dynamic,9,152.34,139,0.0001,0.1990
delta,0.999,8,stochastic,static,9,152.38,139,0.0000,0.3020
delta,0.999,8,stochastic,dynamic,9,152.81,141,0.0001,0.1900
delta,0.999,4,nearest,static,9,130.16,107,0.0000,0.9813
delta,0.999,4,nearest,dynamic,9,59.25,0,0.0001,0.9710
delta,0.999,4,stochastic,static,9,75.62,63,0.0206,0.8290
delta,0.999,4,stochastic,dynamic,9,2.31,0,0.0002,0.8844
delta,1.0,32,,,9,161.53,144,0.0000,0.0000
delta,1.0,8,nearest,static,9,160.97,143,0.0000,0.3313
delta,1.0,8,nearest,dynamic,9,161.06,141,0.0001,0.2061
delta,1.0,8,stochastic,static,9,160.22,141,0.0000,0.3084
delta,1.0,8,stochastic,dynamic,9,160.84,143,0.0001,0.1966
delta,1.0,4,nearest,static,9,124.31,100,0.0000,0.9860
delta,1.0,4,nearest,dynamic,9,57.66,0,0.0001,0.9727
delta,1.0,4,stochastic,static,9,73.31,54,0.0262,0.8263
delta,1.0,4,stochastic,dynamic,9,2.00,0,0.0002,0.8849
